24960.25,24990,29.75,24940,25087.25,147.25,22502.25,22515,12.75,22448,22595.5,147.5,23740.25,23753,12.75,23719.5,23867,147.5,22755.25,22769,13.75,22734.75,22882.5,147.75,22538,22551,13,22518,22665,147,22025.75,22039.5,13.75,21988.75,22136.75,148
25343.75,25356.75,13,25306.75,25470.5,163.75,NA,NA,NA,22814.75,22962.5,147.75,24106.75,24119.75,13,24069.5,24233.5,164,23105.25,23119,13.75,23068.25,23232.5,164.25,22904.5,22917.75,13.25,22868.25,23031.75,163.5,22376,22389.75,13.75,22339,22503.5,164.5
25710.5,25723.5,13,25673.25,25837.5,164.25,23185.75,23215.5,29.75,23148,23312.5,164.5,24473.5,24486.5,13,24436.25,24600.25,164,23472,23485.75,13.75,23435,23599.25,164.25,23254.75,23268,13.25,23234.75,23381.75,147,22726,22739.75,13.75,22689,22853.5,164.5
26077.25,26107,29.75,26056.75,26204,147.25,23552.25,23565.5,13.25,23514.75,23646,131.25,24840.25,24853.25,13,24803,24983.75,180.75,23822.25,23836,13.75,23801.75,23932.75,131,23621.25,23634.75,13.5,23584.75,23748.5,163.75,23076,23089.75,13.75,23039,23203.75,164.75
26444.25,26474,29.75,26423.5,26587.5,164,23885.75,23915.75,30,23848.25,23996,147.75,25207,25236.75,29.75,25186.25,25350.5,164.25,24172.25,24186,13.75,24151.75,24282.75,131,23971.5,24002,30.5,23951.5,24098.75,147.25,23426.25,23439.75,13.5,23405.5,23553.75,148.25
26827.5,26840.5,13,26790.25,26954.25,164,24252.5,24282.5,30,24214.75,24379.5,164.75,25574,25603.5,29.5,25553,25717.25,164.25,24522.5,24536,13.5,24485.25,24633,147.75,24338.25,24351.75,13.5,24318,24465.5,147.5,23793,23806.5,13.5,23755.75,23920.5,164.75
27211.25,27224,12.75,27157,27321,164,24619.25,24632.25,13,24581.5,24729.5,148,25940.75,25970.25,29.5,25919.75,26084,164.25,24872.5,24886.25,13.75,24835.25,24983,147.75,24688.5,24718.75,30.25,24668,24815.75,147.75,24143,24156.75,13.75,24105.75,24270.5,164.75
27561,27574,13,27540.5,27688,147.5,24969.25,24982.25,13,24931.75,25079.75,148,26307.5,26337,29.5,26286.5,26450.75,164.25,25222.5,25236.25,13.75,25185.5,25333,147.5,25055.25,25068.75,13.5,25034.75,25182.5,147.75,24493,24506.75,13.75,24472.5,24620.5,148
27944.5,27957.5,13,27890.5,28054.75,164.25,25319.5,25332.5,13,25281.75,25429.75,148,26691,26703.75,12.75,26653.25,26817.75,164.5,25572.5,25586.25,13.75,25535.5,25683.25,147.75,25422.25,25435.5,13.25,25384.75,25532.5,147.75,24843.25,24856.75,13.5,24806,24970.75,164.75
28311.25,28324.25,13,28274,28421.5,147.5,25669.5,25682.75,13.25,25632,25780,148,27040.75,27070.5,29.75,27020,27184.5,164.5,25922.75,25936.5,13.75,25885.5,26033.25,147.75,25772.25,25785.5,13.25,25751.75,25899.5,147.75,25193.25,25207,13.75,25156,25320.75,164.75
